steering_percentage,fr_pressure,chassis_drive_mode,pitch,timestamp,engine_rpm,position_y,brake_percentage,yaw_rate,real_axe_pressure,roll,imu_forward_acceleration,rr_pressure,control_cmd_brake,position_z,speed_FL,position_x,cmd_drive_mode,drive_motor_torque_nm,chassis_acc,speed_RL,test_id,steering_target,front_axe_pressure,speed_RR,imu_vel_forward,throttle,acc_cmd,yaw,heading,driving_mode,rl_pressure,gear_location_num,vehicle_speed,imu_sideshift_acceleration,throttle_percentage,speed_FR,speed_cmd,fl_pressure
0.2,0,12,-2,1663209356.26487,550,1060.66894671346,0,0,1128,0.7,0,0,0,-282.710931415103,0,-1974.14445234059,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.28494,551,1060.66893978358,0,0,1128,0.7,0,0,0,-282.711136118112,0,-1974.14430447217,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.30513,551,1060.66894200129,0,0,1128,0.7,0,0,0,-282.711270408514,0,-1974.14424491107,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.3252,551,1060.66893329485,0,0,1128,0.7,0,0,0,-282.711491611722,0,-1974.14411575359,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.34539,551,1060.66893631661,0,0,1128,0.7,0,0,0,-282.711546407698,0,-1974.1441075649,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.36549,551,1060.66893813546,0,0,1128,0.7,0,0,0,-282.711695259088,0,-1974.14405691626,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.38556,551,1060.66893334575,0,0,1128,0.7,0,0,0,-282.711891435619,0,-1974.14391558669,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.40573,551,1060.66890693312,0,0,1128,0.7,0,0,0,-282.71202090187,0,-1974.14384475585,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.42592,551,1060.66888429286,0,0,1128,0.7,0,0,0,-282.712160494892,0,-1974.14378650162,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.44604,550,1060.66884653737,0,0,1128,0.7,0,0,0,-282.712382501547,0,-1974.14364600725,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.46614,550,1060.66882280941,0,0,1128,0.7,0,0,0,-282.71252819912,0,-1974.14358700915,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.48627,550,1060.66877293447,0,0,1128,0.7,0,0,0,-282.712735632347,0,-1974.14345250547,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.50637,550,1060.66869592979,0,0,1128,0.7,0,0,0,-282.712967280196,0,-1974.14334891961,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.52649,550,1060.66864883092,0,0,1128,0.7,0,0,0,-282.713171223332,0,-1974.14321755717,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.54658,550,1060.66860587352,0,0,1128,0.7,0,0,0,-282.713314194257,0,-1974.14316467323,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.56675,550,1060.66856312761,0,0,1128,0.7,0,0,0,-282.713459753128,0,-1974.14312537628,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.58682,549,1060.66850573917,0,0,1128,0.7,0,0,0,-282.713681507804,0,-1974.14299904407,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.60689,549,1060.66846849557,0,0,1128,0.7,0,0,0,-282.713814806332,0,-1974.14295364893,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.62696,549,1060.66842378763,0,0,1128,0.7,0,0,0,-282.714010197368,0,-1974.14281507369,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.64715,550,1060.66838394568,0,0,1128,0.7,0,0,0,-282.714151873417,0,-1974.14275751655,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.66725,550,1060.66835248972,0,0,1128,0.7,0,0,0,-282.714301225711,0,-1974.14271402738,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.68737,549,1060.66831504521,0,0,1128,0.7,0,0,0,-282.714527706512,0,-1974.14258456452,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.70749,549,1060.66830243902,0,0,1128,0.7,0,0,0,-282.714657820678,0,-1974.14253167418,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.72767,550,1060.66826922569,0,0,1128,0.7,0,0,0,-282.714851113975,0,-1974.14239919114,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.74777,550,1060.66825670284,0,0,1128,0.7,0,0,0,-282.714991621795,0,-1974.14233972273,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.76793,550,1060.66824420393,0,0,1128,0.7,0,0,0,-282.715136084589,0,-1974.14229231505,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.788,550,1060.66822849626,0,0,1128,0.7,0,0,0,-282.715363425505,0,-1974.14215611089,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.8081,550,1060.6682168723,0,0,1128,0.7,0,0,0,-282.715493310812,0,-1974.14209709398,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.82819,550,1060.66818462928,0,0,1128,0.7,0,0,0,-282.715687079718,0,-1974.14195552913,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.84829,550,1060.66817401343,0,0,1128,0.7,0,0,0,-282.715718881892,0,-1974.14193646269,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.86838,550,1060.66816395943,0,0,1128,0.7,0,0,0,-282.715859811867,0,-1974.14187029148,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.88848,550,1060.66814743412,0,0,1128,0.7,0,0,0,-282.716075366347,0,-1974.1417222812,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.90858,550,1060.6681518152,0,0,1128,0.7,0,0,0,-282.716228952085,0,-1974.14164659354,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.92878,549,1060.66815287411,0,0,1128,0.7,0,0,0,-282.716363595966,0,-1974.14157726787,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.94888,550,1060.66814768981,0,0,1128,0.7,0,0,0,-282.716570804615,0,-1974.14143102622,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.96898,550,1060.66817701725,0,0,1128,0.7,0,0,0,-282.716794700419,0,-1974.14130772292,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209356.98908,550,1060.66817909338,0,0,1128,0.7,0,0,0,-282.717016120566,0,-1974.14116036096,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.00921,551,1060.66819324735,0,0,1128,0.7,0,0,0,-282.717170549379,0,-1974.14110410785,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.02931,550,1060.66819578678,0,0,1128,0.7,0,0,0,-282.717384968963,0,-1974.14096254248,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.04938,550,1060.66820675493,0,0,1128,0.7,0,0,0,-282.717518875923,0,-1974.14089252033,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.06945,551,1060.66821664951,0,0,1128,0.7,0,0,0,-282.717642764541,0,-1974.14082129273,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.08952,551,1060.66820765603,0,0,1128,0.7,0,0,0,-282.717862092571,0,-1974.14066129657,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.10962,550,1060.66822006606,0,0,1128,0.7,0,0,0,-282.718014475632,0,-1974.14059005549,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.12971,550,1060.66822659822,0,0,1128,0.7,0,0,0,-282.718224939978,0,-1974.14043646203,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.14978,550,1060.66823723797,0,0,1128,0.7,0,0,0,-282.718261943602,0,-1974.14041169119,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.16985,550,1060.66824819377,0,0,1128,0.7,0,0,0,-282.718482429402,0,-1974.14026315949,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.18997,550,1060.66825470964,0,0,1128,0.7,0,0,0,-282.718707715283,0,-1974.1400882821,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.21009,550,1060.66827456983,0,0,1128,0.7,0,0,0,-282.718864433745,0,-1974.1399967431,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.23019,550,1060.66829964084,0,0,1128,0.7,0,0,0,-282.719125880444,0,-1974.13979094445,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.25029,550,1060.66831968505,0,0,1128,0.7,0,0,0,-282.719258742311,0,-1974.13969182807,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.27038,550,1060.66833654802,0,0,1128,0.7,0,0,0,-282.719380422626,0,-1974.13960210804,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.29045,550,1060.66836300487,0,0,1128,0.7,0,0,0,-282.719598512091,0,-1974.13941637606,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.31055,550,1060.66838818765,0,0,1128,0.7,0,0,0,-282.719739456411,0,-1974.13932810628,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.33065,550,1060.66840033098,0,0,1128,0.7,0,0,0,-282.719913813573,0,-1974.13918278517,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.35079,550,1060.66842142608,0,0,1128,0.7,0,0,0,-282.720062100556,0,-1974.13909744665,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.371,550,1060.66844678973,0,0,1128,0.7,0,0,0,-282.720193932993,0,-1974.13901724302,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.39118,550,1060.66846553823,0,0,1128,0.7,0,0,0,-282.720394686886,0,-1974.13883990334,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.41131,550,1060.66849085821,0,0,1128,0.7,0,0,0,-282.720528974514,0,-1974.13875471981,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.4315,551,1060.66850404021,0,0,1128,0.7,0,0,0,-282.720745974964,0,-1974.13859133533,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.4516,550,1060.66852038541,0,0,1128,0.7,0,0,0,-282.720904779216,0,-1974.13851612741,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.47179,550,1060.66854265843,0,0,1128,0.7,0,0,0,-282.721040050168,0,-1974.13844455204,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.4919,550,1060.66855554982,0,0,1128,0.7,0,0,0,-282.721242586021,0,-1974.1382747309,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.51209,551,1060.66857360633,0,0,1128,0.7,0,0,0,-282.721378659663,0,-1974.13819944822,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.53219,551,1060.66858402894,0,0,1128,0.7,0,0,0,-282.72160356471,0,-1974.13804684229,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.55229,550,1060.6686076739,0,0,1128,0.7,0,0,0,-282.721770751947,0,-1974.1379790553,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.57237,550,1060.66861944273,0,0,1128,0.7,0,0,0,-282.72191091409,0,-1974.13791973325,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.59249,551,1060.66862024614,0,0,1128,0.7,0,0,0,-282.722122458039,0,-1974.13777176151,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.61269,551,1060.66861252514,0,0,1128,0.7,0,0,0,-282.722256739405,0,-1974.13771226994,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.63288,551,1060.66860878641,0,0,1128,0.7,0,0,0,-282.722475381305,0,-1974.13757212616,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.653,551,1060.66860849641,0,0,1128,0.7,0,0,0,-282.722632735797,0,-1974.13751233489,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.67307,551,1060.66860116243,0,0,1128,0.7,0,0,0,-282.722783871686,0,-1974.13746496941,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.69319,551,1060.66859333207,0,0,1128,0.7,0,0,0,-282.723005471961,0,-1974.13731786176,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.71337,550,1060.66857643478,0,0,1128,0.7,0,0,0,-282.723177429512,0,-1974.13725787619,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.73345,551,1060.66856377806,0,0,1128,0.7,0,0,0,-282.723394799884,0,-1974.13712960822,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.75352,551,1060.66854457087,0,0,1128,0.7,0,0,0,-282.723547611916,0,-1974.13708590128,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.77359,550,1060.6685206317,0,0,1128,0.7,0,0,0,-282.723771686795,0,-1974.13697235648,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.79369,550,1060.66851566031,0,0,1128,0.7,0,0,0,-282.723916935419,0,-1974.1369243455,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.81388,550,1060.66850800896,0,0,1128,0.7,0,0,0,-282.724011370694,0,-1974.13688466381,0,6,0,0,0,0,1128,0,0,0,0,54.6,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.83407,550,1060.66850120052,0,0,1128,0.7,0,0,0,-282.724209936497,0,-1974.13674491085,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.85426,551,1060.66849919546,0,0,1128,0.7,0,0,0,-282.724358179942,0,-1974.13668642147,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.87445,550,1060.66850434961,0,0,1128,0.7,0,0,0,-282.724511857826,0,-1974.13663281604,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.89466,550,1060.66850393973,0,0,1128,0.7,0,0,0,-282.724742705073,0,-1974.13648864543,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.91487,550,1060.66851298172,0,0,1128,0.7,0,0,0,-282.724875688576,0,-1974.13642273515,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.93507,550,1060.66850626191,0,0,1128,0.7,0,0,0,-282.725071710156,0,-1974.13627877016,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.95517,550,1060.66850860897,0,0,1128,0.7,0,0,0,-282.725213425583,0,-1974.13620525589,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.97527,550,1060.66851112619,0,0,1128,0.7,0,0,0,-282.725359414891,0,-1974.13614354489,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209357.99548,550,1060.66852621001,0,0,1128,0.7,0,0,0,-282.725625693558,0,-1974.13597509308,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
0.2,0,12,-2,1663209358.01568,550,1060.66853022452,0,0,1128,0.7,0,0,0,-282.725749161508,0,-1974.13590113043,0,6,0,0,0,0,1128,0,0,0,0,54.5,0.52,4,0,5,0,0,0,0,0,0
