,header_timestampSec,header_moduleName,header_sequenceNum,header_lidarTimestamp,header_cameraTimestamp,header_radarTimestamp,speedCmd,throttle,brake,steeringRate,steeringTarget,parkingBrake,drivingMode,gearLocation,isEstop,signal_turnSignal,signal_horn,signal_emergencyLight,signal_beam,padMsg_action,batch
0,0,pad,0,1669108868700334,0,0,0,0.0,7.368824461212922,499.6191973540779,0.20194617829343936,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
1,0,pad,0,1669108868700334,0,0,0,0.0,7.878241018514203,499.6191973540779,0.20500872145190918,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
2,0,pad,0,1669108868700334,0,0,0,0.0,8.457109341690169,499.6191973540779,0.20718672369322372,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
3,0,pad,0,1669108868700334,0,0,0,0.0,9.100112114191022,499.6191973540779,0.21012085433062386,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
4,0,pad,0,1669108868700334,0,0,0,0.0,9.788811088581332,499.6191973540779,0.2129313497886931,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
5,0,pad,0,1669108868700334,0,0,0,0.0,10.12867510492186,499.6191973540779,0.2151100788437481,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
6,0,pad,0,1669108868700334,0,0,0,0.0,10.306192144209458,499.6191973540779,0.21612904943918546,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
7,0,pad,0,1669108868800276,0,0,0,0.0,3.214697788147158,499.6191973540779,0.2781303368616146,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
8,0,pad,0,1669108868800276,0,0,0,0.0,3.074332038624852,499.6191973540779,0.2789890879978208,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
9,0,pad,0,1669108868800276,0,0,0,0.0,3.1008793823476966,499.6191973540779,0.27932741878256184,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
10,0,pad,0,1669108868800276,0,0,0,0.0,2.9732545978415246,499.6191973540779,0.2787839292326104,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
11,0,pad,0,1669108868800276,0,0,0,0.0,2.8623976207574753,499.6191973540779,0.2772362043794919,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
12,0,pad,0,1669108868800276,0,0,0,0.0,2.702661928360335,499.6191973540779,0.2789481374306073,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
13,0,pad,0,1669108868800276,0,0,0,0.0,2.5886021793930616,499.6191973540779,0.28118075332387205,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
14,0,pad,0,1669108868800276,0,0,0,0.0,2.430165907829419,499.6191973540779,0.28444843344306,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
15,0,pad,0,1669108868800276,0,0,0,0.0,2.2268944031387834,499.6191973540779,0.2875482864642105,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
16,0,pad,0,1669108868800276,0,0,0,0.0,2.0535538301130676,499.6191973540779,0.2908300292906089,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
17,0,pad,0,1669108868900276,0,0,0,0.0,1.4405333214496783,499.6191973540779,0.23707981808136006,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
18,0,pad,0,1669108868900276,0,0,0,0.0,1.322003247898341,499.6191973540779,0.24047097985254798,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
19,0,pad,0,1669108868900276,0,0,0,0.0,1.2316837645580048,499.6191973540779,0.2443723451977102,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
20,0,pad,0,1669108868900276,0,0,0,0.0,1.0656739459017839,499.6191973540779,0.24677549044390645,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
21,0,pad,0,1669108868900276,0,0,0,0.0,0.9236004153815669,499.6191973540779,0.2496943233018298,0,COMPLETE_MANUAL,GEAR_DRIVE,False,TURN_RIGHT,True,False,BEAM_NULL,2,0.0
